title;company;location;url;source;description;date_posted;score;category;applied;interview;notes
Senior Staff Data Scientist, Guest & Host Marketplace AI;Airbnb;Remote;https://careers.airbnb.com/positions/7107054?gh_jid=7107054;Greenhouse;;;;;;;
Senior Staff Engineer, Communication & Connectivity;Airbnb;Remote - USA;https://careers.airbnb.com/positions/8017277?gh_jid=8017277;Greenhouse;;;;;;;
Senior Staff Machine Learning Engineer, Growth Platform Engineering;Airbnb;Remote - USA;https://careers.airbnb.com/positions/7747259?gh_jid=7747259;Greenhouse;;;;;;;
Senior Staff Machine Learning Engineer, Guest & Host;Airbnb;Remote - USA;https://careers.airbnb.com/positions/7005605?gh_jid=7005605;Greenhouse;;;;;;;
Senior Staff Machine Learning Engineer, Post Training;Airbnb;Remote - USA;https://careers.airbnb.com/positions/7858738?gh_jid=7858738;Greenhouse;;;;;;;
Senior Staff Machine Learning Engineer, Trust;Airbnb;Remote - USA;https://careers.airbnb.com/positions/7592146?gh_jid=7592146;Greenhouse;;;;;;;
Senior Staff Operations Engineer, AIOps;Airbnb;Remote - United States;https://careers.airbnb.com/positions/7644921?gh_jid=7644921;Greenhouse;;;;;;;
Senior Staff Software Engineer, Host Pricing & Settings;Airbnb;Remote - USA;https://careers.airbnb.com/positions/8039723?gh_jid=8039723;Greenhouse;;;;;;;
Senior Staff Software Engineer, Payments;Airbnb;Remote - Bangalore, India;https://careers.airbnb.com/positions/7525479?gh_jid=7525479;Greenhouse;;;;;;;
Senior Staff Software Engineer, Payments;Airbnb;Remote, USA;https://careers.airbnb.com/positions/7688467?gh_jid=7688467;Greenhouse;;;;;;;
Senior Staff Software Engineer, Trust;Airbnb;Remote - US;https://careers.airbnb.com/positions/7818982?gh_jid=7818982;Greenhouse;;;;;;;
Software Engineer, Cloud Networking;Airbnb;Remote - USA or Canada;https://careers.airbnb.com/positions/8037090?gh_jid=8037090;Greenhouse;;;;;;;
Software Engineer, Dev Tools;Airbnb;Remote - USA;https://careers.airbnb.com/positions/8055229?gh_jid=8055229;Greenhouse;;;;;;;
Staff Data Scientist - Long Term Impact;Airbnb;Remote - USA;https://careers.airbnb.com/positions/8042680?gh_jid=8042680;Greenhouse;;;;;;;
Staff Frontend Engineer, Client Data & Networking Platform;Airbnb;Remote - USA;https://careers.airbnb.com/positions/7962101?gh_jid=7962101;Greenhouse;;;;;;;
Staff Full Stack Engineer, Reservations and Additional Products;Airbnb;Remote, USA;https://careers.airbnb.com/positions/7763307?gh_jid=7763307;Greenhouse;;;;;;;
Staff Machine Learning Engineer, Listings and Host Tools Data and AI;Airbnb;Remote-USA;https://careers.airbnb.com/positions/7454348?gh_jid=7454348;Greenhouse;;;;;;;
Staff Platform Manager, Quality;Airbnb;Remote - United States ;https://careers.airbnb.com/positions/8060054?gh_jid=8060054;Greenhouse;;;;;;;
Staff Software Engineer, Build (Bazel);Airbnb;Remote - USA;https://careers.airbnb.com/positions/7739337?gh_jid=7739337;Greenhouse;;;;;;;
Staff Software Engineer, Community Support Engineering;Airbnb;Remote - USA;https://careers.airbnb.com/positions/7463421?gh_jid=7463421;Greenhouse;;;;;;;
Instructional Operations Coordinator;MasteryPrep;Remote, ;https://remoteOK.com/remote-jobs/remote-instructional-operations-coordinator-masteryprep-1134774;RemoteOK;;2026-07-13T17:07:22+00:00;;;;;
Jr Creative Strategist;Trivium Group;Toronto, Toronto, Ontario, Canada;https://remoteOK.com/remote-jobs/remote-jr-creative-strategist-trivium-group-1134870;RemoteOK;;2026-07-13T16:13:23+00:00;;;;;
Product Manager AI;YipitData;US Remote;https://remoteOK.com/remote-jobs/remote-product-manager-ai-yipitdata-1134770;RemoteOK;;2026-07-13T16:00:32+00:00;;;;;
